254c0,50623000
360c0,50661000
36740,50769000
36a00,50929000
152c0,51081000
2b380,51129000
36bc0,51215000
36a40,51407000
15300,51553000
36a40,51597000
36b00,51653000
15340,51811000
15380,51857000
36ac0,51901000
35040,52063000
36a80,52121000
15580,52289000
b0c0,52511000
b100,52555000
38000,52709000
369c0,52859000
b140,53013000
b180,53155000
b1c0,53365000
b200,53523000
b8c0,53677000
bd00,53831000
bd40,53975000
36780,54157000
c7c0,54305000
b240,54469000
b280,54619000
b2c0,54769000
b300,54917000
b340,55067000
36800,55211000
b380,55359000
36900,55501000
b3c0,55657000
b400,55815000
36840,55959000
b440,56097000
36880,56239000
b480,56403000
15140,56593000
b4c0,56669000
367c0,56815000
b500,56961000
15180,57137000
9140,57205000
36180,57291000
151c0,57341000
36180,57371000
35040,57415000
36b80,57469000
35a00,57669000
b540,57719000
b900,57885000
37b80,58043000
b940,58193000
b980,58391000
140c0,58583000
2d240,58765000
37a00,58915000
14100,59067000
2d280,59325000
359c0,59895000
14140,59939000
14180,60145000
141c0,60313000
379c0,60461000
134c0,60659000
37980,60819000
36a00,60991000
37900,61033000
37940,61185000
13500,61345000
13580,61523000
135c0,61665000
13880,61879000
14200,62083000
14340,62231000
143c0,62389000
14240,62541000
cb80,62743000
b9c0,62905000
347c0,63053000
ba00,63119000
ba40,63309000
37a00,63521000
359c0,64099000
37a40,64167000
379c0,64275000
36a00,64405000
36a40,64559000
ba40,64787000
ba80,64867000
bac0,65045000
bb00,65239000
37ac0,65401000
37a80,65461000
37a40,65887000
36ac0,65959000
36a40,66221000
bb40,66469000
bb80,66653000
37b80,66801000
37b00,66853000
bbc0,66919000
cb80,67989000
bc00,68035000
bc40,68209000
bc80,68393000
2d2c0,68653000
cb40,69773000
bcc0,69921000
251c0,70073000
25200,70243000
369c0,70389000
252c0,70441000
378c0,70587000
27240,70729000
25300,70929000
25340,71191000
25280,71333000
34600,71497000
be40,71545000
34540,71693000
12040,71839000
12080,72031000
18780,72181000
187c0,72401000
225c0,72545000
34b00,72601000
22600,72641000
22640,72691000
34640,72765000
18800,72841000
18e00,73049000
18e40,73207000
18e80,73385000
18ec0,73573000
18f40,73715000
2ae40,73935000
34700,73981000
34740,74020000
18f00,74198000
18f80,74362000
18a00,74512000
18a40,74688000
18a80,74882000
19040,75072000
19080,75218000
18b00,75360000
18b80,75540000
18bc0,75712000
34840,75856000
9080,76018000
360c0,76104000
254c0,76154000
360c0,76192000
18c00,76306000
36bc0,76460000
36c00,76506000
18c40,76690000
2b380,76868000
2b3c0,76934000
2d780,76988000
36c40,77138000
18c80,77304000
18cc0,77532000
36c80,77898000
18d00,78092000
18d40,78424000
18d80,79174000
18dc0,79366000
37a40,79676000
12080,79740000
37a40,79780000
120c0,79970000
359c0,80282000
12100,80324000
36cc0,80480000
12140,80650000
2b580,80828000
36d00,80996000
12180,81168000
2c4c0,81336000
2c500,81484000
121c0,81654000
36d40,81838000
36d80,82052000
36dc0,82322000
35040,82558000
36040,82614000
36480,82666000
12200,82710000
36280,82858000
12240,82904000
36240,83046000
12280,83086000
36540,83234000
12300,83278000
36480,83412000
be40,83514000
1a1c0,83566000
1a240,83714000
34fc0,83860000
36140,83908000
36140,84046000
1a200,84092000
36180,84246000
be80,84328000
37b00,84476000
c1c0,84524000
c200,84564000
35a00,84720000
35d00,84792000
35040,84826000
35d00,84868000
bec0,84920000
35980,85066000
34780,85112000
35a00,85146000
34780,85196000
8000,85246000
bf00,85404000
35c80,85560000
bf40,85618000
8240,85778000
c180,85924000
8280,86066000
35e00,86222000
35e40,86370000
bf80,86550000
1c440,86698000
35f80,86844000
36240,86904000
6dc0,86962000
35ac0,87016000
bfc0,87064000
37ac0,87218000
34500,87304000
c000,87346000
26dc0,87508000
26e00,87658000
c040,87848000
17500,88020000
17540,88190000
375c0,88354000
37600,88512000
17580,88670000
180c0,88820000
37580,88992000
175c0,89134000
18140,89304000
17640,89464000
17680,89622000
37680,89764000
176c0,89950000
36440,90092000
17f00,90142000
361c0,90306000
177c0,90348000
37640,90502000
6d80,90652000
17800,90716000
6d00,90872000
17840,90946000
11780,91130000
37540,91296000
2abc0,91460000
2ac00,91610000
680,91770000
2ac40,91944000
117c0,92108000
17b40,92280000
17940,92424000
35000,92594000
25c40,92634000
36100,92788000
37440,92834000
37480,92982000
25c80,93142000
36100,93294000
272c0,93340000
27300,93492000
345c0,93644000
374c0,93698000
27340,93890000
37500,94040000
174c0,94212000
12440,94414000
37400,94570000
37040,94726000
12480,94886000
35940,95032000
35040,95204000
124c0,95258000
36480,95412000
1ab80,95476000
27600,95652000
36700,95716000
27640,95776000
28a00,95820000
1abc0,95904000
12500,96176000
300,96440000
36040,96564000
37040,96610000
36000,96736000
89c0,96810000
35a80,96942000
35a40,96994000
34e40,97038000
34e80,97084000
36a40,97228000
36bc0,97344000
367c0,97574000
12540,97630000
34600,97778000
37080,97824000
12580,98006000
2abc0,98156000
12700,98282000
2ae00,98430000
2ae40,98486000
12740,98566000
36280,98728000
12840,98770000
35040,98912000
128c0,98986000
12880,99140000
36440,99288000
12b80,99334000
12bc0,99492000
12c40,99678000
34840,99822000
12940,99866000
12780,100022000
36540,100170000
127c0,100212000
370c0,100364000
34640,100518000
12980,100562000
21680,100722000
37000,100888000
360c0,101046000
21b40,101092000
39fc0,101246000
1a8c0,101388000
1a900,101544000
39f00,101708000
26f00,101850000
26f40,102004000
1a940,102198000
26d00,102342000
26d40,102506000
39f40,102660000
360c0,102794000
27140,102854000
27180,103022000
1a980,103196000
21b80,103416000
3a000,103566000
21bc0,103746000
21ec0,103888000
216c0,104042000
21700,104226000
37f80,104400000
21740,104614000
225c0,104764000
34b00,104820000
22600,104860000
22640,104910000
21780,105026000
3b5c0,105194000
21580,105362000
3cbc0,105516000
215c0,105678000
21640,105946000
3aac0,106130000
3d380,106302000
217c0,106606000
3b040,106776000
3df80,106944000
3dfc0,107240000
3b300,107462000
3c5c0,107630000
3b180,107974000
3c240,108142000
3b240,108516000
3c3c0,108684000
3b2c0,109062000
3c500,109234000
3c580,109636000
21600,110126000
21800,110330000
3c540,110514000
34640,110886000
21840,110928000
34600,111078000
21cc0,111126000
21980,111288000
219c0,111432000
21a00,111634000
2ae80,111902000
21a40,112082000
21a80,112264000
39f80,112412000
275c0,112620000
35000,112926000
25480,112966000
254c0,113036000
36e00,113190000
37000,113350000
12980,113416000
129c0,113486000
10380,113636000
37000,113794000
103c0,113938000
36140,114096000
27000,114164000
10400,114322000
10780,114498000
10440,114662000
2c4c0,114808000
10500,114856000
10540,115044000
37100,115202000
10580,115378000
105c0,115548000
37140,115708000
37180,115872000
371c0,116036000
37200,116224000
37240,116372000
108c0,116550000
10640,116698000
10680,116840000
37380,116982000
30d40,117136000
10800,117290000
10840,117470000
37280,117644000
373c0,117906000
106c0,118118000
34fc0,118292000
25600,118332000
104c0,118500000
12800,118696000
12840,118868000
125c0,118908000
12600,119080000
edc0,119256000
39f40,119450000
ee00,119500000
39ec0,119642000
1a1c0,119784000
1a240,119830000
1a200,119890000
1a280,119934000
f000,120110000
f040,120334000
37040,120476000
35040,120554000
f040,120594000
f080,120646000
36500,120800000
36180,120844000
35d80,120912000
35a00,121058000
36ac0,121126000
36740,121170000
f100,121214000
37040,121356000
ee40,121408000
34600,121558000
ee80,121640000
15200,121802000
39e80,121866000
15240,122032000
34800,122078000
39e40,122128000
2ae00,122270000
2ae40,122326000
680,122372000
15280,122454000
90c0,122506000
35000,122550000
255c0,122590000
254c0,122700000
25500,122756000
27140,122934000
27180,123000000
25540,123070000
3e000,123184000
3e2c0,123340000
152c0,123492000
2b380,123540000
2b3c0,123594000
3e480,123642000
36e00,123814000
3e300,123872000
15300,124018000
3e300,124062000
15500,124110000
3e3c0,124152000
15340,124310000
15380,124356000
3e380,124396000
35040,124548000
3e340,124602000
153c0,124754000
15580,124818000
15400,124892000
2ae80,125120000
155c0,125324000
15480,125366000
154c0,125516000
2b380,125558000
3e4c0,125642000
ee80,125984000
370c0,126044000
3e280,126094000
eec0,126242000
ef00,126442000
ef40,126612000
ef80,126802000
efc0,127002000
2c480,127164000
f180,127310000
37140,127468000
f1c0,127512000
f200,127704000
39cc0,127866000
39d00,128046000
f240,128190000
f280,128364000
37180,128568000
39d40,128922000
371c0,129188000
39d80,129370000
f580,129636000
37200,129778000
f540,129898000
e980,130060000
39c80,130220000
37240,130378000
e9c0,130436000
ea00,130620000
37380,130776000
ea40,130838000
eac0,131020000
ea80,131176000
ec00,131336000
ebc0,131514000
eb00,131692000
eb40,131858000
37280,132144000
3e280,132254000
f280,132298000
37280,132354000
f600,132400000
372c0,132572000
37300,132752000
f640,132910000
37340,133078000
3e440,133258000
f2c0,133458000
f300,133648000
34780,133804000
27180,133896000
f340,133994000
f380,134158000
3e300,134302000
f3c0,134368000
3e280,134510000
fb80,134552000
fbc0,134728000
3e280,134882000
f440,134938000
f480,135128000
f400,135730000
2b580,135904000
2b600,135962000
2b640,136110000
3f100,136258000
f6c0,136440000
40d80,136614000
f700,136762000
f740,136926000
3e040,137074000
3e080,137266000
40dc0,137414000
3e100,137628000
40e00,137802000
f780,138062000
40e40,138242000
40e80,138486000
3e0c0,138696000
40ec0,138874000
3e140,139126000
40f00,139276000
40f40,139576000
3e1c0,139750000
3e180,139934000
40e00,140094000
f7c0,140146000
40e80,140278000
40e40,140324000
40ec0,140382000
f800,140444000
40f40,140586000
f840,140670000
3e3c0,140846000
f880,140894000
fe80,141050000
f8c0,141200000
f900,141356000
35f80,141520000
39f40,141566000
f940,141614000
3e400,141756000
39ec0,141912000
26e00,141952000
f980,142028000
34600,142184000
15080,142236000
150c0,142286000
41300,142332000
3e2c0,142482000
15100,142594000
fa00,142678000
3e380,142856000
fa40,142914000
15140,143078000
15180,143132000
35f40,143190000
9140,143242000
35980,143284000
35040,143346000
36180,143402000
35a00,143452000
151c0,143524000
36740,143554000
35040,143598000
fa80,143696000
f0c0,143866000
37000,144018000
12600,144098000
12500,144144000
37400,144192000
37440,144246000
12540,144288000
17500,144338000
37680,144384000
25cc0,144448000
36100,144608000
37640,144652000
37580,144706000
17940,144750000
17980,144808000
37580,144954000
37600,145002000
375c0,145046000
179c0,145096000
37540,145238000
37600,145294000
17a00,145356000
6d00,145500000
17840,145554000
11780,145610000
37500,145686000
2abc0,145726000
6c0,145804000
117c0,146012000
17b40,146082000
9080,146158000
35000,146202000
25c40,146242000
37440,146298000
37480,146364000
272c0,146428000
27300,146478000
345c0,146522000
374c0,146604000
27340,146662000
174c0,146742000
36480,146810000
361c0,146862000
37400,146904000
12440,146944000
37040,147004000
12480,147062000
35940,147110000
124c0,147206000
1ab80,147274000
37000,147312000
27600,147380000
36700,147448000
27640,147508000
28a00,147552000
1abc0,147626000
36240,147796000
12500,147838000
35d00,147898000
359c0,147980000
300,148056000
35a00,148152000
36040,148212000
36000,148350000
89c0,148424000
37040,148530000
35a80,148594000
35a40,148646000
34e40,148690000
34e80,148740000
37040,148772000
36a40,148902000
36bc0,149018000
367c0,149252000
3e300,149312000
3e000,149404000
37000,149448000
36e00,149518000
3e480,149622000
3e080,149786000
3e040,149834000
42380,149950000
34600,150154000
12580,150242000
37080,150284000
2abc0,150328000
12700,150454000
2ae00,150500000
2ae40,150556000
12740,150626000
36280,150686000
12840,150728000
35040,150778000
37040,150826000
128c0,150890000
36480,150932000
36440,150994000
12b80,151040000
12bc0,151096000
12c40,151180000
34840,151222000
12940,151266000
12780,151310000
36540,151356000
127c0,151398000
34640,151462000
12980,151506000
21680,151554000
360c0,151646000
216c0,151700000
39fc0,151754000
21700,151824000
37f80,151896000
34740,151950000
21740,152158000
225c0,152206000
22600,152274000
22640,152324000
3a000,152422000
21780,152478000
3b5c0,152538000
21580,152594000
3cbc0,152642000
215c0,152702000
21640,152868000
3aac0,152954000
3d380,153020000
3a580,153292000
437c0,153464000
217c0,153768000
3a840,153836000
43d80,154004000
3a6c0,154378000
6c0,154540000
43a40,154584000
43a80,154800000
3a780,155058000
43bc0,155226000
3a7c0,155600000
43c80,155768000
43c40,156174000
21600,156904000
21800,157006000
43c00,157092000
34640,158176000
21840,158218000
34600,158266000
21cc0,158324000
21980,158384000
219c0,158426000
21a00,158516000
2ae80,158683000
21a40,158761000
21b40,158823000
21a80,158879000
39f80,158925000
2b380,158965000
2b3c0,159019000
2b400,159059000
2b440,159209000
275c0,159418000
39f40,159466000
9080,159624000
35000,159668000
25480,159708000
254c0,159778000
360c0,159816000
3e4c0,159987000
37000,160057000
129c0,160175000
10380,160223000
37000,160259000
26f00,160357000
26f40,160409000
103c0,160489000
36140,160545000
27000,160613000
10400,160669000
370c0,160749000
10440,160797000
2c4c0,160841000
10500,160889000
10540,160975000
10580,161063000
105c0,161131000
37100,161193000
37140,161255000
37180,161317000
371c0,161379000
37280,161509000
108c0,161593000
10640,161639000
10680,161679000
373c0,161719000
30d40,161771000
10800,161823000
10840,161901000
372c0,161973000
10600,162061000
27040,162269000
106c0,162581000
34fc0,162649000
25600,162689000
104c0,162755000
12800,162849000
34600,162891000
12840,162957000
125c0,162997000
34e40,163039000
12600,163095000
ee00,163265000
1a1c0,163307000
1a240,163353000
1a200,163413000
1a280,163457000
f000,163531000
26d00,163585000
26d40,163647000
f040,163709000
37040,163749000
35040,163827000
f040,163867000
f080,163919000
36500,163981000
35d80,164065000
35a00,164109000
36a40,164157000
36ac0,164205000
36740,164249000
3e380,164317000
3e000,164369000
f100,164413000
37040,164453000
37000,164499000
ee40,164543000
ee80,164635000
15200,164695000
39e80,164741000
39e40,164815000
15240,164861000
34800,164907000
2ae40,164987000
15280,165087000
90c0,165129000
35000,165173000
255c0,165213000
254c0,165323000
3e500,165437000
3e7c0,165597000
152c0,165749000
2b380,165797000
3e980,165867000
3e4c0,166045000
3e800,166103000
15300,166249000
3e800,166293000
15500,166341000
3e8c0,166387000
15340,166545000
15380,166591000
3e880,166631000
35040,166783000
3e840,166837000
153c0,166989000
36440,167033000
15580,167081000
15400,167155000
2ae80,167281000
155c0,167499000
15480,167541000
154c0,167589000
2b3c0,167653000
2b400,167693000
2b440,167741000
3e9c0,167815000
ee80,168244000
370c0,168304000
3e780,168354000
eec0,168502000
37080,168574000
ef00,168628000
ef40,168706000
39f40,168768000
ef80,168832000
efc0,168934000
2c480,168988000
f540,169032000
f280,169094000
f180,169238000
37180,169284000
f1c0,169328000
f200,169418000
39c40,169474000
39c80,169650000
f240,169692000
371c0,169828000
37200,170106000
39cc0,170220000
37240,170422000
39d00,170570000
f580,170734000
37280,170836000
e980,170926000
39c00,170984000
e9c0,171176000
ea00,171268000
373c0,171308000
ea40,171370000
eac0,171450000
ea80,171504000
ec00,171562000
ebc0,171638000
eb40,171750000
eb80,171982000
39b80,172164000
27040,172306000
f600,172456000
37300,172522000
37340,172596000
f640,172652000
37380,172718000
3e940,172800000
f2c0,172986000
f300,173084000
34780,173142000
27140,173196000
27180,173262000
f340,173350000
f380,173412000
f3c0,173472000
f440,173538000
f480,173626000
34600,174100000
f400,174164000
2b580,174236000
2b5c0,174304000
44300,174452000
44fc0,174608000
44340,174784000
2b600,174930000
44380,175024000
443c0,175200000
44400,175380000
44440,175560000
44480,175736000
444c0,175912000
44500,176092000
44540,176268000
44580,176448000
445c0,176628000
44600,176804000
44640,176984000
44680,177160000
446c0,177336000
44700,177516000
44740,177696000
44780,177876000
447c0,178056000
44800,178236000
44840,178416000
44880,178596000
448c0,178776000
44900,178956000
44940,179136000
44980,179312000
449c0,179488000
44a00,179664000
44a40,179840000
44a80,180016000
44ac0,180196000
44b00,180376000
44b40,180556000
44b80,180736000
44bc0,180916000
44c00,181096000
44c40,181276000
44c80,181456000
44cc0,181636000
44d00,181816000
44d40,181996000
44d80,182176000
44dc0,182356000
44e00,182536000
44e40,182716000
44e80,182896000
44ec0,183076000
44f00,183256000
44f40,183436000
44f80,183616000
39f00,183862000
39ec0,183908000
fc00,183954000
f6c0,184212000
45d40,184302000
f700,184450000
f740,184512000
3e540,184562000
45d80,184714000
3e580,184902000
45dc0,185106000
3e600,185268000
45e00,185498000
f780,185706000
3e780,185776000
45e40,185878000
45e80,186126000
3e5c0,186288000
45ec0,186518000
3e640,186722000
45f00,186938000
3e6c0,187232000
45f40,187382000
3e680,187560000
45e00,187720000
f7c0,187772000
45e40,187802000
45e80,187878000
f800,187940000
45f00,187980000
f840,188064000
f880,188162000
fc40,188244000
3e800,188392000
34600,188440000
f8c0,188482000
35f80,188582000
f940,188638000
3e900,188682000
39ec0,188832000
26e00,188872000
f980,188948000
15080,189016000
150c0,189066000
46380,189126000
3e7c0,189276000
15100,189364000
fa00,189448000
fbc0,189496000
359c0,189536000
3e880,189600000
34780,189650000
fa40,189690000
37040,189742000
15140,189790000
39e80,189844000
15180,189886000
35f40,189950000
9140,189992000
35980,190034000
35040,190096000
36180,190152000
35a00,190202000
36740,190252000
3e000,190306000
151c0,190356000
3e000,190386000
35040,190430000
3e940,190480000
fa80,190556000
34800,190596000
f0c0,190642000
39fc0,190692000
12600,190772000
12500,190818000
37400,190866000
12540,190920000
17500,190980000
37680,191026000
37440,191068000
25c80,191112000
25cc0,191156000
36100,191204000
37640,191252000
37540,191310000
17940,191354000
17980,191422000
37540,191466000
37600,191514000
375c0,191562000
179c0,191612000
37580,191668000
37600,191708000
17a00,191770000
6d00,191812000
17840,191866000
11780,191922000
37500,191976000
2abc0,192038000
2ac00,192086000
780,192140000
2ac40,192314000
117c0,192376000
17b40,192446000
9080,192512000
35000,192556000
25c40,192596000
37400,192656000
37440,192688000
272c0,192776000
27300,192826000
345c0,192870000
37480,192924000
27340,193014000
374c0,193066000
174c0,193136000
36480,193204000
361c0,193256000
12440,193310000
373c0,193368000
37000,193412000
12480,193470000
35940,193518000
124c0,193600000
1ab80,193668000
27600,193746000
36700,193814000
27640,193884000
28a00,193928000
1abc0,194002000
36240,194168000
12500,194210000
35d00,194270000
300,194396000
35a00,194492000
36040,194542000
36000,194680000
89c0,194754000
35a80,194886000
35a40,194938000
34e40,194982000
34e80,195032000
36a40,195166000
36bc0,195282000
367c0,195516000
3e300,195576000
3e000,195668000
37000,195712000
36e00,195782000
3e480,195886000
3e080,196050000
3e040,196102000
40d80,196150000
40e40,196196000
42380,196266000
3e500,196440000
3e4c0,196512000
3e980,196616000
3e540,196804000
476c0,196912000
12540,197112000
34600,197154000
37040,197200000
12580,197280000
2abc0,197328000
12700,197454000
2ae00,197500000
2ae40,197556000
12740,197626000
36280,197686000
12840,197728000
35040,197768000
128c0,197852000
36480,197894000
12880,197942000
36440,197984000
12b80,198030000
12bc0,198086000
12c40,198170000
34840,198212000
12940,198256000
12780,198300000
36540,198342000
127c0,198384000
37080,198434000
34640,198486000
12980,198530000
21680,198578000
39fc0,198632000
360c0,198688000
216c0,198742000
21700,198828000
39f80,198868000
37f80,198938000
34740,198982000
21740,199190000
225c0,199238000
34b00,199294000
22600,199334000
22640,199384000
3a000,199482000
21780,199538000
3b5c0,199602000
21580,199668000
780,199710000
3cbc0,199754000
215c0,199814000
21640,199980000
217c0,200032000
480c0,200102000
49500,200274000
3bb40,200608000
4a840,200784000
3be00,201128000
4ae40,201296000
3bf80,201680000
39f80,201836000
49140,201896000
48000,202274000
49280,202442000
3bfc0,202776000
49200,202944000
21600,203434000
21800,203536000
491c0,203638000
49180,204256000
34640,204628000
21840,204670000
34600,204718000
21cc0,204766000
21980,204826000
219c0,204868000
21a00,204968000
2ae80,205134000
21a40,205212000
21b40,205274000
21a80,205330000
39f40,205376000
2b380,205416000
275c0,205510000
9080,205688000
35000,205732000
25480,205772000
254c0,205842000
360c0,205880000
3e9c0,206024000
37000,206088000
129c0,206190000
37000,206236000
10380,206276000
26f00,206382000
26f40,206434000
103c0,206514000
36140,206570000
27000,206638000
10400,206694000
10780,206768000
10440,206830000
2c4c0,206870000
10500,206918000
10540,207004000
370c0,207060000
10580,207134000
10840,207174000
10880,207234000
108c0,207408000
39c80,207448000
27040,207488000
105c0,207592000
39cc0,207650000
39d00,207712000
39d40,207774000
39d80,207836000
39dc0,207898000
39e00,208062000
39e40,208234000
10600,208322000
10640,208390000
39c40,208464000
10680,208544000
30d40,208598000
10800,208650000
39e80,208762000
39c00,208920000
106c0,209142000
34fc0,209230000
25600,209270000
104c0,209336000
39fc0,209382000
12800,209478000
12840,209548000
125c0,209588000
34e40,209630000
12600,209686000
edc0,209760000
39fc0,209796000
39f00,209880000
ee00,209930000
39e80,209960000
1a1c0,210000000
1a240,210046000
1a200,210106000
1a280,210150000
f000,210214000
26d00,210268000
26d40,210330000
f040,210392000
35040,210472000
f080,210526000
36500,210588000
35d00,210652000
35d80,210700000
35a00,210744000
36ac0,210812000
36740,210856000
3e380,210924000
3e000,210990000
3e800,211038000
3e880,211090000
3e500,211142000
f100,211186000
37000,211226000
ee40,211278000
34600,211326000
ee80,211408000
15200,211468000
39e40,211532000
15240,211596000
34800,211642000
39e00,211682000
2ae00,211722000
2ae40,211778000
15280,211882000
90c0,211924000
35000,211968000
255c0,212008000
254c0,212118000
3ea00,212232000
3ecc0,212388000
152c0,212540000
2b380,212588000
2b3c0,212642000
3ee80,212700000
3ed00,212892000
15300,213038000
3ed00,213082000
15500,213144000
3edc0,213186000
15340,213344000
15380,213390000
3ed80,213430000
3ed40,213598000
153c0,213750000
15580,213818000
15400,213892000
2ae80,214028000
155c0,214232000
15480,214274000
154c0,214322000
3eec0,214410000
39e80,214730000
ee80,214790000
37080,214846000
3ec80,214896000
eec0,215054000
39ec0,215108000
370c0,215164000
f0c0,215232000
f580,215294000
f5c0,215334000
fc00,215482000
39e80,215512000
fc40,215556000
39b80,215614000
27040,215654000
ef00,215728000
ef40,215806000
ef80,215894000
efc0,215992000
2c480,216042000
f540,216086000
f280,216138000
39bc0,216194000
f180,216422000
f1c0,216488000
f200,216578000
398c0,216634000
39900,216804000
f240,216954000
39940,217216000
39980,217824000
39d00,218126000
e980,218296000
39880,218368000
eac0,218544000
eb40,218590000
eb80,218650000
39840,218726000
ebc0,218916000
39d40,218962000
e9c0,219024000
ea00,219080000
ea40,219144000
ea80,219240000
ec00,219298000
eb00,219412000
39d80,219866000
f480,219948000
3ee00,220000000
f4c0,220144000
3ee40,220302000
f500,220488000
39dc0,220654000
f600,220700000
f640,220834000
39e40,220896000
f2c0,221020000
f300,221118000
34780,221172000
27140,221226000
27180,221292000
f340,221394000
f380,221470000
f3c0,221530000
f440,221586000
f400,222160000
2b580,222232000
2b5c0,222300000
4b780,222350000
4bfc0,222506000
4b7c0,222668000
2b600,222828000
4b800,222922000
4b840,223102000
4b880,223278000
4b8c0,223454000
4b900,223634000
4b940,223814000
4b980,224000000
4b9c0,224180000
4ba00,224360000
4ba40,224536000
4ba80,224712000
4bac0,224888000
4bb00,225064000
4bb40,225240000
4bb80,225416000
